time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2023-02-12 13:47:39.985 UTC, , , , , , , , , ,714,7007466,3860240,784, ,76, ,111159, , , , , , , , , ,76,11, , , ,6,2,10, ,96553, , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7096709,24265244672,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7096709,1676208039915,,, , , , , , , , , ,3145728,4294995895,1,1,1,1, , , , , , , , ,3,1, , ,2, , , , , , , , , ,2642,9, , , , , , ,8,14,611439920, , , , , , , ,125600, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,6599, ,15757,96528,1054, , , , , , , , , , 
2023-02-12 13:48:39.986 UTC, , , , , , , , , ,1154,7007906,3860240,784, ,76, ,270113, , , , , , , , , ,76,11, , , ,6,2,10, ,219452, , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7100725,24258138112,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7100725,1676208039915,,, , , , , , , , , ,3145728,4295001919,3,3,2,3, , , , , , , , ,3,3, , ,2, , , , , , , , , ,6024,17, , , , , , ,17,31,162768288,1, , , , , , ,310386, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,23812, ,43582,218975,2486, , , , , , , , , , 
2023-02-12 13:49:39.988 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, ,272617, , , , , , , , , ,76,11, , , ,5,2,10, ,221948, , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7108773,24259170304,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7108773,1676208039915,,, , , , , , , , , ,3145728,4295007959,3,3,2,3, , , , , , , , ,3,2, , ,2, , , , , , , , , ,6040,16, , , , , , ,16,29,1559428056,1, , , , , , ,312888, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,23812, ,43584,221475,2490, , , , , , , , , , 
2023-02-12 13:50:39.991 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, ,36, , , , , , , , , ,76,11, , , ,5,2,10, ,34, , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7108773,24259162112,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7108773,1676208039915,,, , , , , , , , , ,3145728,4295007959,2,2,2,2, , , , , , , , ,3,1, , ,2, , , , , , , , , , , , , , , , , , , ,1641216984,1, , , , , , ,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34,2, , , , , , , , , , 
2023-02-12 13:51:39.993 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, ,180716, , , , , , , , , ,76,11, , , ,5,2,10, ,147120, , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24258973696,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991,3,3,3,3, , , , , , , , ,3,1, , ,2, , , , , , , , , ,4032,11, , , , , , ,12,21,324635136, , , , , , , ,207346, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,15748, ,28845,146868,1671, , , , , , , , , , 
2023-02-12 13:52:39.994 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24258932736,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,335120896,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:53:39.995 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24258084864,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,345606656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:54:39.996 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24258084864,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,356092416, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:55:39.998 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24258056192,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,366578176,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:56:40.000 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24257863680,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,374966784, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:57:40.002 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24257785856,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,383355392, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:58:40.003 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24262692864,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,393841152, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 13:59:40.005 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24262692864,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,404326912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:00:40.007 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24262574080,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,414812672, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:01:40.008 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24262471680,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,425298432, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:02:40.010 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24262213632,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,435784192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:03:40.011 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24261120000,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,446269944, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:04:40.013 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24261001216,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,456755704, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:05:40.015 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24260841472,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,467241464, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:06:40.017 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24260640768,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,477727224, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:07:40.019 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24260431872,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,488212984,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:08:40.020 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24261079040,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,498698744,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:09:40.022 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24261079040,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,509184504, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:10:40.024 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24260968448,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,519670264, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:11:40.025 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24260841472,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,530156024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:12:40.027 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24260743168,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,540641784, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:13:40.028 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24259907584,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,551127544, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:14:40.030 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24259801088,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,561613304, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:15:40.031 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24261373952,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,572099064, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:16:40.033 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24261140480,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,582584824, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:17:40.035 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24261021696,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,593070584, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:18:40.037 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24261615616,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,603556344, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:19:40.039 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24261574656,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,614042104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:20:40.040 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24261484544,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,624527864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:21:40.042 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24261378048,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,635013624, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:22:40.044 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24261267456,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,645499384, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-02-12 14:23:40.046 UTC, , , , , , , , , ,1154,7008794,3861128,784, ,76, , , , , , , , , , , ,76,11, , , ,5,2,10, , , , , , , , , , , , , , , , ,4294979731,3, ,4294977849, , , , ,7112805,24260280320,74,74,74,74, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7112805,1676208039915,,, , , , , , , , , ,3145728,4295011991, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,655985144, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
